"NewFile","SourceIndex","Source","Group","Caption"
"amanda_qsp_v3_0074.png","68","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_v5mcdxv5mcdxv5mc.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0075.png","69","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_psdwsnpsdwsnpsdw.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body three-quarter standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0076.jpg","71","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_10AM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0077.jpg","72","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_14AM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body side view, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0078.jpg","73","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_16AM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, arms crossed, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0079.jpg","74","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_17AM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, hand on waist, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0080.jpg","75","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_19AM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, calm expression, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0081.jpg","98","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 3_29PM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body walking pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0082.jpg","101","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 3_41PM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body walking pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0083.jpeg","126","E:\PIc\PIC\Новая папка\1781645119440-019ed252-c354-7c33-9818-9d24c2908a8b.jpeg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic stone room"
"amanda_qsp_v3_0084.jpg","78","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_24AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern walking pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0085.jpg","87","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_02PM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern action pose, holding ceramic jug, rustic tavern interior"
"amanda_qsp_v3_0086.jpg","88","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_03PM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving tavern customer, full body side view, rustic tavern interior"
"amanda_qsp_v3_0087.jpg","90","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_54PM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving tavern customer, leaning forward with mugs, rustic tavern interior"
"amanda_qsp_v3_0088.jpg","99","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 3_29PM (1).jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, cleaning wooden tavern table, full body pose, rustic tavern interior"
